db_id,price,date_of_transfer,postcode,property_type,new_build_flag,tenure_type,locality,town_city,district,county,country,latitude,longitude
25159720,125000,2019-08-30,DY10 2BH,O,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38874300,-2.24659000
24378265,275000,2019-02-06,DY10 2BT,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39021100,-2.24117600
24416116,292500,2019-05-01,DY10 2BX,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39143200,-2.23758200
24695982,350000,2019-10-25,DY10 2BX,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39143200,-2.23758200
24333003,133500,2019-07-10,DY10 2DA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39207600,-2.23448500
24647453,180000,2019-08-19,DY10 2DB,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39186200,-2.23401400
24945497,98000,2019-06-07,DY10 2DB,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39186200,-2.23401400
25018515,142000,2019-01-28,DY10 2DT,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39029500,-2.23499000
24276752,80750,2019-03-29,DY10 2EA,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38983100,-2.24690500
24653290,65000,2019-05-10,DY10 2EA,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38983100,-2.24690500
24968296,60000,2019-09-12,DY10 2EA,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38983100,-2.24690500
25128255,65000,2019-12-13,DY10 2EA,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38983100,-2.24690500
25128256,65000,2019-12-13,DY10 2EA,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38983100,-2.24690500
24442409,105000,2019-10-11,DY10 2EH,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39115400,-2.24589800
24193697,140000,2019-01-04,DY10 2EN,O,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39211600,-2.24609400
24362163,275000,2019-02-08,DY10 2EQ,O,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39092900,-2.24601400
24199695,127500,2019-04-30,DY10 2ET,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39237100,-2.24456800
24279956,128000,2019-03-01,DY10 2ET,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39237100,-2.24456800
24800579,142500,2019-12-20,DY10 2ET,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39237100,-2.24456800
24524240,120000,2019-07-12,DY10 2EU,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39210200,-2.24414000
24842662,115000,2019-09-05,DY10 2EU,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39210200,-2.24414000
24857414,104000,2019-01-25,DY10 2EU,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39210200,-2.24414000
25017808,125000,2019-01-11,DY10 2EU,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39210200,-2.24414000
24434514,148000,2019-10-18,DY10 2EX,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39194100,-2.24380100
24757607,161000,2019-07-01,DY10 2EY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39158100,-2.24378400
24275936,246000,2019-03-22,DY10 2GA,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39493500,-2.25204700
24548499,255000,2019-08-09,DY10 2GA,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39493500,-2.25204700
24966265,199999,2019-09-27,DY10 2GA,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39493500,-2.25204700
24653395,255000,2019-11-25,DY10 2GB,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39434200,-2.25211700
24371450,165000,2019-02-22,DY10 2GE,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39572200,-2.25000900
24653392,168500,2019-11-28,DY10 2GE,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39572200,-2.25000900
24275931,275000,2019-03-29,DY10 2GF,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39509500,-2.25105900
24276330,197000,2019-03-29,DY10 2GF,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39509500,-2.25105900
24653279,275000,2019-08-09,DY10 2GF,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39509500,-2.25105900
24790422,135000,2019-07-09,DY10 2GF,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39509500,-2.25105900
24288582,120000,2019-12-09,DY10 2HA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39282300,-2.24332100
24295576,90000,2019-11-29,DY10 2HA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39282300,-2.24332100
24332997,138000,2019-07-29,DY10 2HB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39263800,-2.24148300
24440435,202500,2019-10-22,DY10 2HB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39263800,-2.24148300
24446390,200000,2019-10-31,DY10 2HB,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39263800,-2.24148300
24579691,110000,2019-05-29,DY10 2HB,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39263800,-2.24148300
24438433,140000,2019-09-26,DY10 2LA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39610000,-2.24936400
24585680,138000,2019-05-28,DY10 2LA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39610000,-2.24936400
24637896,138000,2019-07-16,DY10 2LA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39610000,-2.24936400
24807329,195000,2019-12-06,DY10 2LA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39610000,-2.24936400
24639871,290000,2019-08-28,DY10 2LB,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39784600,-2.24869800
24639562,365000,2019-08-21,DY10 2LD,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39705000,-2.25107500
24587673,250000,2019-05-31,DY10 2LE,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39679100,-2.24995600
24371431,84000,2019-01-17,DY10 2NH,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39264800,-2.24743000
24649442,135000,2019-11-29,DY10 2NJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39384100,-2.24651600
24572954,157500,2019-08-12,DY10 2NN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39512900,-2.24553800
24735922,97000,2019-03-21,DY10 2NN,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39512900,-2.24553800
24945521,60000,2019-05-31,DY10 2NN,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39512900,-2.24553800
25083306,109500,2019-02-15,DY10 2NN,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39512900,-2.24553800
24572068,114000,2019-10-10,DY10 2PN,O,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39382100,-2.24560000
24645557,114000,2019-10-10,DY10 2PN,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39382100,-2.24560000
24786868,230000,2019-10-19,DY10 2PN,O,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39382100,-2.24560000
24857375,100000,2019-02-08,DY10 2PN,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39382100,-2.24560000
24531789,150000,2019-01-08,DY10 2PP,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39586100,-2.24327900
24622861,132000,2019-08-16,DY10 2PP,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39586100,-2.24327900
24856988,133000,2019-03-14,DY10 2PP,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39586100,-2.24327900
25150149,93500,2019-10-18,DY10 2PP,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39586100,-2.24327900
24303745,188000,2019-12-19,DY10 2PR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39605800,-2.24404400
24855006,158500,2019-03-04,DY10 2PR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39605800,-2.24404400
24275188,182000,2019-04-08,DY10 2QB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39780100,-2.23992400
25130251,97000,2019-11-29,DY10 2QF,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39719200,-2.23877400
25086794,75500,2019-02-22,DY10 2QG,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39890100,-2.23819600
25088346,175000,2019-03-14,DY10 2QH,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39344500,-2.24260400
24738659,150000,2019-04-01,DY10 2QP,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39516600,-2.24055600
25140322,90000,2019-10-25,DY10 2QQ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39282900,-2.24468800
24415795,395000,2019-03-07,DY10 2QR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39620800,-2.24092900
25017404,120000,2019-01-25,DY10 2QR,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39620800,-2.24092900
25088324,135000,2019-03-01,DY10 2QU,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39528400,-2.23967500
24276344,70000,2019-03-29,DY10 2QY,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39361500,-2.23841700
24414649,165000,2019-05-22,DY10 2QY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39361500,-2.23841700
24414661,80000,2019-04-26,DY10 2QY,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39361500,-2.23841700
24279212,205000,2019-03-08,DY10 2QZ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39226800,-2.23782200
24442414,295000,2019-10-18,DY10 2QZ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39226800,-2.23782200
24572959,222500,2019-08-01,DY10 2RA,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39576400,-2.23825200
24280365,285000,2019-02-22,DY10 2RD,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39649900,-2.23919700
24970293,400000,2019-03-01,DY10 2RE,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39394100,-2.23703700
24838390,390000,2019-09-11,DY10 2RF,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39290100,-2.23579800
25047855,420000,2019-09-18,DY10 2RF,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39290100,-2.23579800
24218260,300000,2019-04-24,DY10 2RG,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39588100,-2.23343300
24286615,290000,2019-12-05,DY10 2RG,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39588100,-2.23343300
24622877,193000,2019-10-14,DY10 2RH,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39456900,-2.23317600
24955855,150000,2019-09-19,DY10 2RJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39426200,-2.23404100
24210266,275000,2019-05-07,DY10 2RL,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39626500,-2.23024600
24279945,245000,2019-03-21,DY10 2RQ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39579400,-2.23221200
24572948,199950,2019-07-26,DY10 2RQ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39579400,-2.23221200
24639565,265000,2019-08-28,DY10 2RR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39339700,-2.23478600
24575701,222500,2019-04-17,DY10 2RU,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39691900,-2.23612800
25155587,200000,2019-11-22,DY10 2RU,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39691900,-2.23612800
25030271,256000,2019-10-25,DY10 2RX,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39749100,-2.23751200
24373022,110000,2019-01-18,DY10 2RY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39926900,-2.23440600
24373881,134000,2019-01-25,DY10 2RY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39926900,-2.23440600
24574745,185000,2019-07-19,DY10 2RY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39926900,-2.23440600
24838383,185000,2019-07-05,DY10 2RY,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39926900,-2.23440600
24855009,195000,2019-02-15,DY10 2RY,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39926900,-2.23440600
25088333,142000,2019-02-15,DY10 2RY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39926900,-2.23440600
25152436,164000,2019-11-08,DY10 2RY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39926900,-2.23440600
24558705,153000,2019-07-18,DY10 2RZ,S,Y,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39819000,-2.23701200
24573913,155000,2019-04-05,DY10 2RZ,S,Y,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39819000,-2.23701200
24794379,155000,2019-04-23,DY10 2RZ,S,Y,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39819000,-2.23701200
24926042,153000,2019-04-09,DY10 2RZ,T,Y,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39819000,-2.23701200
24531349,149995,2019-01-15,DY10 2SB,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39323100,-2.23272800
24928021,175000,2019-06-28,DY10 2SE,S,Y,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39795600,-2.23696600
24974314,235000,2019-08-16,DY10 2SE,D,Y,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39795600,-2.23696600
25135734,235000,2019-11-08,DY10 2SE,D,Y,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39795600,-2.23696600
24650468,200000,2019-02-08,DY10 2SJ,O,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39198300,-2.22722600
24735951,185000,2019-04-08,DY10 2SJ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39198300,-2.22722600
24999286,185000,2019-04-08,DY10 2SJ,S,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39198300,-2.22722600
25016966,179000,2019-02-08,DY10 2SJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39198300,-2.22722600
24666038,315500,2019-11-29,DY10 2SL,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39226100,-2.22284800
24524224,164500,2019-05-31,DY10 2SN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39160400,-2.22319700
24374290,195000,2019-01-15,DY10 2ST,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39370700,-2.22826300
24334980,195000,2019-08-05,DY10 2SU,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39290900,-2.22701000
24550490,195000,2019-08-05,DY10 2SU,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39290900,-2.22701000
24855445,225000,2019-03-07,DY10 2SU,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39290900,-2.22701000
25032262,215000,2019-10-31,DY10 2SW,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39191900,-2.22289000
25084052,161500,2019-03-15,DY10 2SW,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39191900,-2.22289000
24536753,195000,2019-07-10,DY10 2SX,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39402300,-2.22751500
24651413,160000,2019-07-03,DY10 2SX,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39402300,-2.22751500
24647942,235000,2019-11-29,DY10 2SY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39529800,-2.22819800
24649338,160000,2019-09-13,DY10 2TA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39364300,-2.22874800
25018111,265000,2019-01-11,DY10 2TA,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39364300,-2.22874800
24576753,170000,2019-07-05,DY10 2TH,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39700500,-2.23351200
24637590,162000,2019-08-16,DY10 2TJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39719100,-2.23482100
24565931,190000,2019-05-31,DY10 2TL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39857000,-2.23334400
24866251,280000,2019-07-26,DY10 2TR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39754400,-2.22926800
24199886,95000,2019-04-08,DY10 2TS,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39730800,-2.23006000
25087179,224000,2019-02-12,DY10 2TS,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39730800,-2.23006000
25135740,125500,2019-07-16,DY10 2TS,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39730800,-2.23006000
24857388,152000,2019-02-22,DY10 2TW,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39695500,-2.23173400
24548491,260000,2019-07-23,DY10 2TY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39375600,-2.22623500
24649434,205000,2019-11-13,DY10 2TY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39375600,-2.22623500
24987873,175000,2019-09-13,DY10 2TZ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39335300,-2.22508700
25017979,165000,2019-11-01,DY10 2TZ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39335300,-2.22508700
24645491,190000,2019-08-23,DY10 2UA,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39541900,-2.22595000
24373026,185000,2019-01-25,DY10 2UB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39440600,-2.22459300
24531357,200000,2019-01-21,DY10 2UB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39440600,-2.22459300
25018938,227500,2019-02-08,DY10 2UB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39440600,-2.22459300
24658910,245000,2019-07-19,DY10 2UD,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39332000,-2.22389700
24653410,272500,2019-12-05,DY10 2UE,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39708000,-2.22735500
24939524,477000,2019-06-05,DY10 3AD,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38483500,-2.23225800
24442403,182000,2019-11-08,DY10 3AE,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39158700,-2.22709100
24564952,160000,2019-08-02,DY10 3AG,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38561200,-2.23038100
24653429,140000,2019-12-10,DY10 3AG,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38561200,-2.23038100
24960231,170000,2019-09-20,DY10 3AG,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38561200,-2.23038100
24964263,67000,2019-10-09,DY10 3AH,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38619900,-2.23329300
24330738,430000,2019-07-26,DY10 3AP,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38203700,-2.23550000
24735518,470000,2019-04-05,DY10 3AP,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38203700,-2.23550000
24655217,183000,2019-11-29,DY10 3AQ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38551000,-2.23154100
24197699,700000,2019-05-16,DY10 3AR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38162400,-2.23291700
24962232,485000,2019-09-27,DY10 3AR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38162400,-2.23291700
24960232,285000,2019-09-27,DY10 3AS,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38449900,-2.22931700
25083315,183000,2019-03-01,DY10 3AW,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38225400,-2.22791000
24651412,115000,2019-11-25,DY10 3BA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38367100,-2.22499400
24275613,128000,2019-03-27,DY10 3BD,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38560500,-2.22441600
25085206,171000,2019-03-08,DY10 3BG,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38696000,-2.22570100
24204218,110000,2019-05-17,DY10 3BL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38799000,-2.22777800
24944383,140000,2019-08-29,DY10 3BL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38799000,-2.22777800
24193889,100000,2019-03-29,DY10 3BN,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38697000,-2.22972700
24296639,137000,2019-08-19,DY10 3BN,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38697000,-2.22972700
24639551,145000,2019-08-23,DY10 3BN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38697000,-2.22972700
24989800,133000,2019-04-26,DY10 3BP,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38620900,-2.22809200
25148490,127000,2019-10-15,DY10 3BP,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38620900,-2.22809200
24843233,120000,2019-07-05,DY10 3BW,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38572900,-2.22991200
24298663,133000,2019-11-08,DY10 3BX,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38527900,-2.22592800
24572085,75000,2019-11-30,DY10 3DH,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38447100,-2.23429800
24853447,115750,2019-03-04,DY10 3DH,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38447100,-2.23429800
24968281,91500,2019-09-18,DY10 3DH,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38447100,-2.23429800
24853867,85000,2019-02-22,DY10 3DN,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38205300,-2.22965700
24567926,136000,2019-05-24,DY10 3DS,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38244800,-2.23014400
24649428,90000,2019-11-20,DY10 3DS,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38244800,-2.23014400
24918223,135000,2019-05-31,DY10 3DS,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38244800,-2.23014400
24375013,109000,2019-02-15,DY10 3DW,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38332800,-2.23047200
24643538,75000,2019-07-16,DY10 3DW,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38332800,-2.23047200
24520249,160000,2019-05-31,DY10 3DY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37968100,-2.22661400
24546483,139500,2019-06-28,DY10 3EB,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38835200,-2.22159400
24784882,71000,2019-09-12,DY10 3EB,O,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38835200,-2.22159400
24853455,140000,2019-02-08,DY10 3EB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38835200,-2.22159400
24900811,98000,2019-05-31,DY10 3EB,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38835200,-2.22159400
